userid,movieid,rating,timestamp
1889,413,2,989089503
5083,2396,5,962467804
2073,3105,5,974665851
5911,3101,3,957480028
1732,3510,4,974704971
3526,442,3,966907403
877,2513,2,975273612
3533,246,3,967502702
5680,1069,5,958613002
5397,165,3,963524504
2679,2565,4,973392532
3922,1968,3,965710973
3848,3146,3,965879526
1778,2456,3,974706723
999,3360,5,975363142
5604,2402,1,959222265
3841,435,4,966002470
5504,1242,5,959734804
3884,380,2,967596617
1181,194,4,975013289
4591,208,2,964327847
5878,1299,5,1043784115
2489,39,3,974141443
4243,2737,4,965316949
4408,1291,4,965170562
1244,3301,3,975433919
4585,1617,4,964324521
456,590,4,976301401
1464,3441,4,974757259
3394,1944,5,967491501
3470,1747,4,967149729
3336,282,3,967963911
1685,1077,4,974710287
4220,1641,4,966456162
3128,3841,2,983988439
4426,2301,4,965110245
1255,3751,4,974824560
5858,938,2,957716369
4675,2161,2,963736861
4364,673,2,965184818
3158,1262,4,993071433
3560,1203,5,998254574
157,2006,4,977247591
1092,1022,4,978282095
3300,1179,5,968205634
4543,2321,4,965110149
3302,2723,4,968028466
3810,3753,5,965959816
4979,162,1,962606633
2786,2571,5,972972588
2590,3354,1,973931592
1040,2144,5,974980439
322,920,5,976413268
4689,3386,3,963614873
1121,1370,4,1007755402
2670,2130,3,973481615
5000,2054,4,962596479
2352,2634,2,974401650
4026,2018,3,965518845
4627,1663,5,964109925
5214,1234,1,961556692
1958,3608,1,974688127
3289,969,5,968094144
699,2413,5,986532311
1958,589,3,1006009051
3709,1407,5,966277126
3469,1748,5,967232765
3815,2797,5,965954755
268,3269,3,976647750
3533,412,4,967502774
3074,3253,4,982533007
1181,3496,2,976058213
4867,1273,4,962848951
131,1214,4,977431652
3217,1172,5,968775379
896,2541,3,975220880
3967,2567,3,967551840
3655,1233,5,966452600
3447,2108,2,967261908
3674,474,4,966443148
1203,858,5,1006717427
604,3178,3,975872174
3517,3087,4,966968151
4345,441,3,966267566
816,1288,4,975468537
4889,1049,4,962910539
415,935,3,976288190
4663,2872,2,963868174
187,101,4,977232741
2206,1517,5,974604450
889,3255,3,975250619
4948,2918,1,962643097
5329,2710,3,960916443
770,2572,2,975443441
336,748,5,976362039
2927,2243,3,971553868
2232,2746,4,978355992
2909,3696,4,1009392726
5026,1378,4,962584368
2944,1029,4,1011234526
3731,2011,1,966209842
2050,2132,4,975523196
3792,16,4,966017651
4947,1208,5,962652640
4411,2002,2,969332104
2496,786,2,974175178
5643,2858,5,958888873
4334,1270,3,965410811
5652,296,4,958846726
1451,2367,2,1040975041
1916,922,5,974691144
5869,1676,2,957574250
1021,3671,5,975007898
2060,3253,5,974661729
4916,3020,2,962675743
2907,2135,2,971841792
1285,1619,4,982476679
4931,3157,4,962653251
4408,3109,3,965171549
4438,969,4,965096660
4277,1892,5,965646049
2293,110,4,974508084
2727,1218,5,973266860
4984,2025,3,962594798
4167,1370,2,965334279
1311,2099,5,974781992
5663,2294,4,958769615
4105,852,4,965408941
3807,990,2,1013347099
4517,1214,3,991034916
5217,3006,3,961552127
4373,1286,5,965179841
3769,832,4,966137604
3778,2288,3,966048829
5212,2987,3,961568192
2659,1225,5,973469629
4770,2406,4,963077898
1511,1254,5,974841641
198,95,4,977003642
5283,380,4,961165209
2887,1028,3,972269968
2967,1232,4,971126592
5333,318,5,960826903
2138,379,3,974638594
424,3068,5,1023364913
381,1214,5,976300921
5584,1413,4,959277323
2056,1348,4,974660416
5747,741,4,958356024
995,1307,5,975099298
5600,2786,3,959464469
5167,2117,5,961898030
2072,1252,4,974659371
263,902,4,976651374
4544,3629,5,964662085
5956,2028,3,957078339
5378,943,5,960402754
5441,1488,4,959990141
3540,442,4,966881029
5801,480,5,958011945
4957,2641,3,962758472
1734,3111,3,974704348
4252,3113,3,965308643
1800,2028,5,974698946
1897,337,4,974773037
1862,223,5,974695282
4116,480,4,965361707
1734,36,4,974704981
889,3871,3,975261503
3483,380,5,967918817
5359,2329,5,960555831
163,2392,1,978231879
1053,1291,4,974954121
3620,151,3,972866792
5948,2927,5,957195341
5979,2362,3,956937871
5463,448,3,959901273
2793,3309,4,972933524
5319,3107,3,960875098
1912,1913,2,1012804168
786,541,4,975429292
4436,3160,3,965097131
3561,3210,5,966798039
10,3948,4,978295480
2883,3107,3,972268288
4298,3391,5,965446806
5922,3521,3,957297906
5605,1086,3,959195080
5264,1246,2,961255450
1712,3824,1,1012110104
329,2716,4,981749774
451,17,4,976415812
5603,2944,1,959210970
702,3033,2,975564995
494,104,2,976214694
2706,1210,4,973296908
948,1023,5,975149207
839,1198,5,975358888
2097,1097,4,974652922
3414,317,4,967487825
2824,3273,1,972622274
2995,1240,5,970683755
5264,1625,4,961254916
2931,3145,5,971638278
1717,3408,2,1009248099
1912,1260,4,1008443403
1955,3157,4,974689088
699,3020,5,975557183
4079,2662,5,965442515
1922,2006,4,975129204
831,1078,4,975363736
5721,2858,3,958503104
1069,583,5,974942809
2565,3869,2,973970965
549,50,5,976116039
4819,1620,5,962922924
639,1198,4,975727548
1636,2599,4,974960744
1605,1799,3,974929350
2926,424,2,1006657045
2889,2028,4,972054698
3151,543,3,968916400
3384,2797,4,967565842
4333,2012,5,965242984
1516,785,5,976292925
593,412,3,975900929
777,1027,3,975441807
329,1278,4,977845589
475,589,5,976220710
6016,2014,3,956779307
4272,1831,3,965302057
3752,3578,4,966121561
5585,1198,3,959284517
1705,724,4,974709584
5108,577,1,962339973
4328,3741,5,965244246
4253,1284,4,965308154
3209,704,1,968548108
148,541,4,979575858
2445,405,4,974218041
3389,2844,3,967513489
198,1320,2,977003642
3189,70,4,969790439
4639,3039,5,1040678038
3949,1094,2,965681969
1650,3535,3,974715621
2737,218,3,973227161
4433,260,4,965098557
1842,11,5,996423614
3226,2529,4,968436695
958,1230,5,975127098
5153,2081,2,961968733
1041,1041,4,974970293
4898,538,4,962712882
4786,1515,3,963011144
5688,2571,5,958602940
70,260,3,977877142
3301,608,4,979024462
220,492,5,976998264
1474,2839,5,975099928
5106,3114,5,962334773
245,316,2,976732933
4795,2858,5,969656703
4260,466,3,965305848
777,1136,3,975955654
1135,2454,3,974880409
5896,344,2,957459444
3841,218,3,965999827
5005,3099,2,962591148
5210,3408,5,961611382
3016,329,3,970508646
2180,1947,3,974610507
2295,2826,5,974506659
2842,608,5,972547957
39,86,4,978044402
226,2527,3,976830460
3696,52,3,966303294
2473,480,4,974150341
2106,2799,1,975441062
3281,1517,5,968170256
5359,338,4,960603764
4607,1172,4,1018906188
5803,1221,3,957995734
5166,590,5,961930962
981,180,3,977422049
1394,3911,4,974764639
2203,2003,5,974608622
1128,3704,3,974908326
329,2986,1,976394586
5576,953,4,959694427
4183,198,3,965332816
5893,2150,4,957464068
1741,809,1,974710123
3220,1281,4,968451590
1390,2395,3,974765555
151,3702,4,993120415
5788,533,2,958108114
2793,2138,5,972930576
3843,2699,3,965909872
839,3360,4,980998080
1317,2716,4,974783156
4220,3629,3,965315865
1377,2448,3,974770625
5282,2109,3,961166178
3498,1093,5,967000651
1356,2448,1,974783984
4183,104,5,965330329
2798,750,3,972867665
4421,3718,4,965118787
4089,3863,4,967560451
5100,1339,4,962408751
1051,3798,1,1008719417
5974,1816,3,956948219
4021,3358,4,965524586
877,2915,3,975270521
4706,1635,4,963527281
3085,1208,4,998322482
2628,3706,4,973626720
1796,2390,3,974700222
334,1104,4,976378531
1088,1033,3,1021764535
4312,1193,4,965258130
1645,1196,5,975537204
2929,1411,4,971590679
264,1197,3,976711115
1667,20,3,975017881
687,3273,2,975690980
5289,1283,5,961085070
5177,3274,4,961858468
3504,2314,4,966983293
4592,288,5,964300139
710,2393,3,975831832
1430,1640,2,974759002
3410,593,3,967418107
4819,201,3,962926550
2024,2145,3,974673394
4229,442,1,965312138
4085,1060,5,965453432
5596,1953,5,959217634
1841,3439,2,974748922
3569,1327,3,966741831
1601,3252,3,974731584
1589,3354,3,974736642
4033,1135,4,965524753
4828,3081,3,962905540
838,3319,4,975359163
1778,1863,2,975556471
3997,1129,5,965579243
5134,1266,5,962089382
3229,2303,4,968391985
4979,88,3,984544394
4115,289,4,965366339
2230,2906,2,974599589
531,355,3,978646482
4359,1343,3,965193632
5946,2324,5,957195212
4328,923,4,965244224
4869,1345,4,963174825
5905,1584,2,957377359
2146,1291,3,974623277
2857,832,3,972509616
3684,2058,5,966350009
764,2471,3,975450018
2168,10,5,974611426
1759,1291,5,974701917
752,1090,4,996517087
38,3623,3,978045876
1367,2108,5,974769462
4791,480,3,962996672
1142,1342,4,974876204
5347,63,3,960667750
3292,3258,2,968084015
3191,733,5,968650759
4257,2146,4,965306848
4046,750,4,965498659
2286,1222,3,974520688
3615,1247,4,966601930
1933,1580,3,974691983
1287,150,4,977734885
166,1569,2,977302325
5689,1556,2,958616521
2592,1207,5,973828761
1125,2505,3,976471428
1480,3579,1,974754198
3308,1382,1,967998525
3560,2289,4,966796535
1264,1258,5,974823045
4169,3035,5,971580089
4367,2012,3,965183617
5795,1334,4,958149705
2279,858,5,974560172
19,1655,1,982190791
5255,912,5,961271822
3146,3189,4,968966363
5690,318,5,958598916
713,594,4,975537779
195,407,2,1015890766
4446,2683,2,965092257
4135,3052,5,965357458
4440,1080,4,965096038
1430,2064,5,974759652
352,3263,3,976332354
5410,3672,4,960243867
2754,912,4,973195205
5138,919,3,962060071
3673,1078,4,966454264
5110,1198,5,962332570
4918,2924,5,962678960
1087,3246,4,990548538
939,1953,4,975191395
2969,296,5,1037584944
2986,2302,4,970809104
5039,3082,1,962511724
3005,1274,2,970569082
225,535,5,976831795
386,1148,4,976300519
1121,2770,3,1022867788
2059,3507,4,977867972
1632,1374,3,974715565
2185,3629,5,975362059
5569,1777,5,959310574
3990,3751,4,965781664
5621,3087,3,959099566
4131,2987,1,965353301
2145,1240,5,974628885
1203,3386,4,974927108
1586,3819,4,974735931
2887,1200,4,972140322
3519,2971,3,971200662
2889,1270,4,972056282
5054,3844,4,1009572965
1516,2413,5,976294778
4021,1372,2,965520474
270,952,3,976811062
2435,1580,4,974224246
2994,2990,3,970708303
5493,32,4,959814173
1470,623,2,974839039
1968,3671,2,974685732
2181,3159,5,974610124
4277,2663,4,975759470
4523,1752,3,965847227
329,339,3,977870833
3763,2993,2,966092046
2205,3763,3,974605036
1298,2450,1,974836153
4726,2,4,963990405
1988,3362,4,974757653
1457,1240,5,983497333
904,1388,4,975865140
4543,1249,4,967361544
4124,542,3,965444869
4388,3768,3,965164993
3311,1769,3,967954970
2225,2353,3,974679991
5013,111,4,962583956
1031,1019,4,974999927
180,3534,2,997600700
40,2944,4,978041152
1775,2959,4,974702123
4390,543,3,965164578
3610,3643,1,977887414
2018,986,4,974679603
3754,3261,2,966117931
3425,1073,5,967363685
5519,3546,3,959658600
1298,288,4,974839903
4834,500,4,962895913
1640,517,2,974717399
49,1676,4,977975196
1875,497,4,974701722
1642,2034,2,974714440
3425,3256,3,967406679
3823,3141,3,965944338
2120,588,4,975036006
1203,1552,4,998231738
4305,3,3,1041431749
3140,2369,3,969040116
2664,157,1,973458144
4786,587,4,963001976
4042,2617,2,965512732
5605,3661,4,959552823
4416,2951,5,965325228
2131,2713,3,974644179
5819,2411,3,957906383
2366,2448,3,974340419
346,1079,4,976334648
3675,2105,3,966365514
5755,456,5,958266803
1602,1246,5,974733376
5463,1196,4,959901208
4062,62,4,965481940
2999,1009,3,970621321
3462,282,1,1042496968
169,3863,2,981237386
4277,1300,5,967620457
187,2289,5,977232687
717,908,4,975529443
3834,2502,5,966402513
4607,2723,4,992289557
4407,31,4,965157032
5317,3361,4,972358573
1591,2011,4,974740307
4456,2294,1,965230182
746,2807,1,975468880
1605,2092,2,975383190
828,2396,4,975370347
563,1920,3,976045224
230,3176,5,976821480
5925,1081,4,957285685
5385,2000,5,960398781
5300,1454,4,961473086
1951,3177,1,974700456
4098,3735,3,965416500
1089,788,4,974931049
4377,1562,2,965177987
2510,919,5,974073402
2590,1590,2,973931059
474,3535,5,976298706
4385,2858,5,965171321
4902,3836,4,965149368
1507,3807,3,974747834
2457,50,3,974182156
453,1196,5,976232891
4958,1256,3,962684208
1941,95,2,974852866
3705,2029,3,966281525
3999,2840,2,965572435
2625,2664,4,973632671
1164,3743,1,974861430
2860,2159,5,974236014
610,608,4,975861145
551,509,4,976066591
3416,2002,4,967404484
4169,1594,5,973310265
3847,2723,3,965881395
1996,2000,5,974743065
3620,880,1,972868108
4523,1580,5,964813499
712,741,3,975539400
2857,510,3,972512202
157,1162,3,982966048
2063,2102,3,979408404
3657,2026,5,966447319
3173,968,5,968791781
5823,2081,4,957902504
732,3101,5,975495612
1941,1784,4,974950014
4779,955,5,963018219
4430,22,2,965103111
1727,3927,4,974712144
5100,1252,5,962406610
5257,3067,5,961261598
5077,3186,2,962560121
4315,377,5,965307705
5221,3435,4,961556563
3142,1186,5,968989959
3792,3527,5,976802404
773,3623,4,975441122
1395,3863,5,991400372
2605,1321,4,973747895
4084,3196,5,965485505
4167,2402,2,965334923
5367,3404,1,960500076
1932,16,4,974705231
3792,1608,5,966016964
3934,3033,2,965703811
1329,1097,3,974776225
5427,1617,5,960087564
2164,3471,3,974616435
4169,412,4,973310515
1294,2496,4,974875251
5708,1215,3,958523717
2051,50,4,974662989
1146,3409,3,974939146
3715,780,5,966265957
5099,3623,4,962366999
3591,345,5,966645035
2670,1938,4,973547185
960,34,3,975123465
1899,288,3,975036908
5194,1197,4,961697592
4041,2496,4,965713676
1861,1179,4,974700990
977,2948,3,975105953
175,2022,5,977112512
4425,3528,3,965111314
1660,2774,3,977486930
3111,597,4,969480628
2912,2826,1,971788964
1297,2096,4,975103513
1609,1077,4,974746032
3469,262,5,967229155
5371,1242,3,960480961
338,1037,2,988170415
1519,480,2,974770120
3970,1407,4,965663379
5741,2034,2,958400773
1151,1375,4,975037124
1377,2889,4,974772526
5254,733,4,961289249
928,1193,5,975192090
3402,110,2,967432112
4122,3841,2,965357788
174,2948,4,977149731
1036,3543,3,974991550
4114,1023,5,965364325
4248,1954,5,965308771
5682,3020,5,958607179
926,3751,4,975195389
3129,1389,1,969366781
4440,2858,5,965096176
3454,2628,4,1016228377
2165,3263,3,974617396
5556,1944,4,959443965
1899,2664,3,974695489
3526,3358,5,966904746
1343,1294,5,975196473
3705,1394,4,966286457
5534,1198,5,960074037
3411,541,4,967755020
4305,2387,3,1041432790
2507,3285,3,974082656
3051,380,5,970180754
5508,2490,4,959724058
481,3200,5,976248864
4579,3545,4,969753159
5886,353,4,957485818
1963,1393,4,974692641
2122,2921,4,979966984
5571,1041,4,959304782
2793,2105,3,972929859
3121,380,3,969332952
5658,1019,4,958807982
4567,1617,5,964485857
1676,2718,3,974709141
4140,216,3,965352360
148,2617,4,977333569
1795,387,4,974699881
2768,1060,3,973117454
3669,1883,3,966379117
5894,292,3,957464535
4488,2646,3,965014308
3503,3037,4,969479344
3301,1358,5,1000095887
2285,593,5,974521565
2507,592,4,974075857
1047,32,3,974965324
482,1209,5,976221077
4952,1673,3,962638965
3378,1079,5,1009221132
1926,1286,5,974771606
2129,198,3,983417843
2562,2096,3,973982559
2085,801,4,974655787
757,2278,3,975456066
3641,3510,4,979885906
2986,1552,3,971848768
1356,1544,1,974770620
2781,2961,3,1011021039
3735,3809,3,966922069
1680,491,3,974842887
1170,17,4,974859723
4305,2153,3,1041429090
4147,1573,5,965344423
4473,2291,4,965064418
10,1287,3,978227425
3709,357,5,966275951
4502,2648,4,965096502
4429,1617,3,965102415
239,1265,3,976756814
5792,1027,3,1001010168
3411,3007,3,967416023
3365,21,3,967663898
1820,256,3,974698577
5647,1396,4,958874048
2740,2393,4,973222978
3793,87,1,966018405
2265,2858,3,974580718
3032,2749,3,970355412
3031,592,5,970361952
744,1320,3,975469033
1447,2382,1,981023417
4903,1913,4,962685301
4013,653,4,965536456
3931,1748,5,965705808
4060,1517,4,965491974
1812,2990,5,976499145
3507,2420,4,967153877
2403,2804,4,974260892
6000,2054,2,956885102
3576,2288,4,966721501
712,1274,5,975539431
3427,1674,4,967345208
524,1204,5,976171787
2219,589,5,974601131
5306,3099,4,961013574
4679,2355,4,963704672
957,858,5,977201370
1724,22,3,976443300
3265,2959,5,968259784
2651,707,3,973537023
3910,1284,5,965757424
3751,1250,5,966127107
1694,3638,4,974716530
3154,367,3,968904935
4821,45,4,962927604
2689,1961,5,973348396
1130,930,5,974901401
1584,2879,4,977379442
4482,3090,5,965017002
4593,2297,3,964238567
897,1641,3,975222211
1584,527,5,974764664
4948,1254,5,962641715
4327,2408,4,965244639
3746,1179,1,966138684
1030,3638,4,975000283
3568,1909,4,966746442
945,539,5,975162215
4502,1200,4,965097458
3209,288,1,968547871
855,1960,4,976337874
2820,3700,2,972659500
1206,2448,1,974844189
4510,1092,3,966800476
1858,296,5,974751320
3799,2093,3,966005908
1437,457,4,974845729
2678,1387,5,973393390
571,1591,4,975998468
1253,21,1,974824333
5479,1198,4,959868434
2918,2322,1,973280832
2294,3654,4,974508316
1109,1729,3,974921123
3576,2067,3,966719594
4637,415,3,964034376
3121,426,3,969333375
4517,2036,1,964866771
441,3702,4,976242060
4364,340,3,965184544
1503,1226,4,974763161
1591,2858,5,974739945
3983,517,4,965618017
2496,3695,2,974434199
5511,866,5,959716849
2561,1784,4,973982988
4322,1086,2,965251525
2608,3019,3,974397850
2765,95,2,973129744
5850,1340,1,957764862
2323,1199,3,974625313
2602,1956,2,973786534
2888,1690,4,972061597
4948,1265,4,962646110
1466,368,4,974756097
3259,2324,4,968272027
5351,1372,3,960658366
3600,1957,4,966622501
3929,2657,3,965712997
4793,1682,4,963434820
2840,318,4,972571396
2683,2369,4,980028864
5874,3263,4,979589715
2121,2018,5,974647396
4768,1554,5,963086514
4711,2922,4,963491742
4062,3324,2,965480346
3143,1280,4,1009865657
139,581,5,977360564
188,3298,3,1011464219
3012,648,1,970511929
4520,2003,4,1014409798
5359,380,4,960602724
3516,3799,3,966966077
1266,1342,2,978747074
3401,1831,3,967434603
1617,3864,1,974727842
1425,1030,2,983575907
3611,1301,3,966610763
4053,1197,5,965495190
3416,502,3,967406849
192,2791,4,977090132
1775,1242,4,974703936
701,223,4,979094434
1128,1240,4,974907927
3808,2950,3,965971274
929,3635,4,975191201
1501,1876,4,974930558
4579,1101,3,970627861
3675,317,3,966363555
4352,500,3,965192909
1449,2613,3,976315300
1272,3148,2,974817861
2327,2959,5,974432918
2430,1991,2,974223018
1285,3029,4,975457417
5414,2657,2,960236684
1943,2707,2,975735407
2878,3578,3,988505166
136,2163,1,977424417
2027,1954,4,974673624
2216,21,1,974600956
1817,3535,4,974702262
2565,1958,4,973974510
4482,1380,4,965095917
4879,2719,1,962767517
5234,3108,4,962896434
5472,2717,2,960139173
3380,541,5,967673029
5605,3908,3,987376441
2888,3256,4,972061387
4342,2478,5,965233004
4049,3093,3,965497446
4364,2470,3,965184445
3900,3254,3,965876363
380,1600,2,976301021
302,2700,5,976505208
678,1554,4,989241805
713,2396,5,975536333
4388,329,4,965218168
1628,441,5,975162550
2854,608,5,972511464
2796,3257,2,997320829
1969,1358,4,974692539
5852,930,5,957754806
2094,123,5,974654968
4867,1095,4,962894686
1959,3241,3,991274235
2058,2433,3,974661279
4754,2407,3,963185047
3576,107,3,966720943
810,1179,5,975395064
424,901,4,1039811155
1395,110,4,975013212
2764,1960,4,973137300
2232,593,5,974597309
1556,3784,5,976751731
481,2947,4,976249448
4489,2329,5,1026925265
1701,1230,3,983174613
4517,2005,4,991033755
4942,541,4,962641832
2102,788,1,974654544
2513,3104,3,974072148
235,1086,5,1018413529
4021,3740,5,965521919
241,3418,4,976753765
1123,3173,4,974909109
3589,1693,1,966662178
5755,1267,4,958264922
4203,2318,4,965322903
817,2628,4,975386564
3475,1586,1,1015737386
4748,3751,4,963267820
2638,1261,3,973706386
2279,2118,4,974561089
5954,1429,3,957650430
1243,2997,5,978996230
1854,2146,2,1028507716
1666,1245,4,974712011
1560,3564,1,1013990377
5112,3527,3,962328104
4682,3831,5,981155948
2016,494,4,974733605
4078,2011,2,965604148
518,1131,5,980809316
3974,2826,4,965655668
18,454,3,978157412
4090,3504,5,965426546
4426,2918,4,965109382
3588,2130,4,966660975
963,1354,3,979952285
869,1987,1,975279903
4168,1725,4,965335987
3501,1210,4,966995327
4368,2028,3,965182686
3568,610,4,966746361
1643,2692,5,974714949
1964,293,5,974686232
2603,3578,5,973777491
3327,1252,4,967869137
3525,593,4,966977795
3269,1198,4,968199766
5077,1232,5,962653116
4178,1721,3,965331869
6009,3257,3,956788374
1449,952,3,975695552
560,260,5,976047723
5841,3006,5,967462827
3250,1641,3,968300963
4892,160,2,962737449
2457,36,1,974176977
608,2094,2,985998218
716,1411,4,976500072
1902,454,4,975899639
4458,1215,2,965096785
4310,1196,5,965258473
3561,3793,3,976479638
4453,3044,3,965086305
3143,1580,3,969493224
3331,24,3,967848790
1980,165,2,974770192
840,2463,4,976214219
1120,3396,5,975537936
3602,1206,4,970710942
707,589,5,975542650
4133,141,1,965351083
5115,2028,5,962308689
4171,3258,3,965335866
2148,1883,4,974623596
999,2248,3,975363142
5334,3036,1,960795494
965,2268,4,975120506
2801,3160,5,972845541
5114,595,5,962310395
3528,2644,4,966900228
1724,2024,2,976443851
2106,174,1,975440968
461,553,3,976232017
4957,3033,3,962908308
4258,370,3,980276311
88,1961,5,977696618
23,1958,4,993706513
2860,3551,4,972651890
5964,1291,5,956996091
4932,1050,3,962651582
5670,2338,2,958716387
5763,3156,1,959535932
5475,588,4,960938784
1483,2291,4,979914369
5100,1251,5,962362200
1948,1882,1,974695846
1449,2403,3,976312190
1181,544,2,974856791
58,1376,2,977935776
4335,1882,3,965768638
4089,1035,3,965541966
261,1092,3,976670614
692,2126,4,978386108
2565,3526,5,973971485
3630,2699,3,966537853
2928,2389,1,971552189
5603,969,5,959210802
4378,2750,3,965177318
1377,2297,2,974771144
2008,1080,4,977543729
1941,1655,3,974851126
2496,904,4,974349226
5312,1302,5,963545228
1034,3578,4,975012165
2567,1396,4,973960394
4522,3035,4,964826515
2313,3269,5,974481487
5664,2664,5,958763276
62,2067,3,977969681
3422,39,3,967361326
3118,2662,4,969401702
2056,1321,5,974660416
2092,898,4,978302795
5054,3101,4,1009572965
1802,3334,5,974744691
2966,7,4,971137371
5083,2194,5,962419956
4250,14,4,965311304
1130,2702,4,974900878
876,1625,4,975272316
4898,1089,5,962712203
3272,1968,3,968204814
2883,1327,4,972267810
5112,1831,2,962328474
963,3396,3,975119749
5312,1126,5,963542702
4508,3082,3,964982303
3884,2456,1,965815599
5738,1587,4,958417210
4789,1912,3,963001324
2899,2108,4,971919150
3671,349,4,966376205
261,1179,4,976668701
5978,899,5,964184596
3075,50,5,969898580
3327,235,3,967896696
3983,2875,3,965833386
3313,1408,4,968381375
5014,1301,3,962588314
5482,2166,4,960386428
1087,1019,5,974936551
2181,2485,2,974609673
2116,410,4,976668607
4169,3217,5,966700281
2382,3499,4,974324055
1883,1041,3,974693330
3524,1013,4,966908575
684,2701,4,975602942
352,1288,5,976326447
3957,2956,2,965675442
4225,1,4,965314363
5477,3512,4,959879279
1252,1961,4,974825284
859,3499,5,975343374
225,364,4,977257313
5561,1633,4,959375303
3507,2759,1,966998025
5412,1375,1,960241138
1861,2851,3,974734360
1005,3763,4,975038930
1341,1342,1,974774274
360,2950,2,976317738
4224,161,5,965315311
3822,3578,5,967586681
576,2396,5,975981067
388,3505,4,976300923
5076,2641,3,962420295
4139,3253,3,965349165
5265,853,3,961176662
5087,3210,2,962896698
1040,1103,5,974981950
501,3937,5,976211840
3380,1254,4,967586285
4673,2146,3,963772170
5512,2671,5,959713694
2225,1945,5,1010696756
3944,1395,4,965691042
1203,3397,4,997732307
2084,1645,4,974771444
3032,3100,5,970352163
151,838,4,978682119
5699,2248,4,958618411
4171,2302,5,965334739
1142,11,3,974874564
3430,1096,4,967344607
3246,454,4,968308469
2643,2533,3,973567644
5574,2871,4,959295670
4430,587,2,965105334
1244,3916,3,975433685
2496,2527,4,974434797
3294,3477,3,968072272
2156,1126,1,974632284
4653,3510,4,963940025
1790,2263,4,974707290
1181,3152,3,974948480
1960,2791,4,976747520
3827,1378,4,966127337
1215,2011,5,974842984
4834,1096,4,1009662912
424,413,3,1017244250
4815,2363,4,962929727
2414,1215,3,974917656
2874,2289,4,972413191
5294,3052,5,996863355
5384,1235,4,960332097
3705,3063,3,966286229
2974,1358,5,971032909
2067,3039,3,974660199
604,2770,2,975870173
411,2891,4,976894920
3670,3836,5,966377168
3833,3868,4,968360989
637,3932,4,975736432
2062,3196,5,974659055
531,3264,2,978646109
5443,550,4,959979999
1119,2528,4,974912763
2136,2059,2,974642661
1951,919,4,974696056
1960,2467,3,975707170
5566,3070,1,959370344
5946,2028,4,957194054
1527,1199,3,975372153
4888,3703,4,962741138
2022,3527,3,991009619
4517,3821,2,965105550
1597,1388,2,998322611
4285,2533,4,965283349
3499,2108,2,967229638
4312,2391,3,965258720
965,1252,5,975122475
3138,1562,3,969049367
954,2300,4,975134291
1685,3022,3,974716063
4036,441,4,965507423
704,2147,2,975548442
3916,2502,4,965759981
1291,1210,3,974788831
4406,2606,3,965155447
5278,3770,4,963265167
2753,1186,3,973196656
5536,1332,2,959991199
5076,921,4,962421473
4844,691,3,962843000
2059,3730,3,974752177
5878,562,3,957550066
5661,1333,2,958779953
5532,1912,3,959620014
1591,3342,5,974743396
4585,661,4,964325390
438,3263,3,976255153
5339,2402,2,960713770
3195,1371,4,968642193
2737,2252,2,973226859
4285,1588,4,965278693
1600,1265,5,974732147
5996,1079,5,1020096629
854,3436,3,975348011
2877,674,4,972370658
5043,1183,4,962505881
3032,616,5,970345857
173,183,4,980363352
4569,6,5,964469922
1182,3783,3,997261623
3346,1957,4,967776240
929,3703,4,975191132
5858,1208,5,957715890
549,3868,3,976118359
2124,955,3,974647267
5488,3851,4,1006938950
2419,2836,4,974248279
704,438,4,975547376
5566,2183,5,959352179
6036,2329,4,956713864
1117,1200,4,975955701
3539,514,4,966930726
2196,3534,4,974605983
4425,1660,3,965109847
2848,317,4,972512885
5421,3101,5,960154746
2122,474,4,974645872
2647,1041,5,973557485
1659,765,4,974710698
3512,2053,2,967484106
6016,1017,2,956778400
4901,1206,4,962686807
2790,2728,5,972941589
4093,514,4,965422251
1343,1732,3,975194904
5747,2457,4,1006214571
4779,1178,4,963017402
4001,3418,4,965582932
2334,3099,3,974433679
2336,1198,4,974423085
2344,1037,4,974414067
2020,3826,3,974678266
1981,2657,3,974683821
1434,2396,1,974760390
3489,3448,4,967050747
4115,3269,3,965363234
678,592,5,987445909
5100,2053,3,962408096
5365,520,4,960504678
4490,1783,4,965008143
3957,1196,5,965674551
4016,1240,3,965528871
3757,1957,5,966096942
877,2412,2,975269343
3695,1968,4,966303739
2666,272,3,973448063
3018,592,4,970507222
3272,3628,3,971247765
5237,2641,3,961444148
4471,150,4,967756362
1465,1234,4,974765616
1137,3909,2,975125751
975,3081,3,975106447
2035,1091,3,974672569
2627,2404,1,988660049
2039,1270,4,974667404
1224,912,5,975167087
3178,1231,4,968784048
2338,1259,4,974429256
2807,1177,3,972794131
1647,3024,1,974804072
2167,2640,2,974612149
944,1210,4,975165171
4022,289,2,965519333
5686,1304,3,958688045
1890,1641,5,974696059
1707,2028,4,974876610
3471,2671,3,973296868
5195,1944,5,961695330
528,1240,3,976411183
2438,1079,3,974300963
1483,2641,1,974755901
757,180,4,975455052
808,1999,2,975393586
4054,1958,5,965501157
4578,379,2,967048839
482,2050,3,976223049
2453,2070,4,980727329
1186,3930,5,979279451
5722,3325,1,958502380
1525,2064,5,974745311
3320,485,3,968525155
695,3705,3,975560785
4263,2763,4,965305275
4271,898,3,965301778
5008,1617,5,962716147
4065,3175,4,965474962
2302,70,2,974496105
